,index,chembl_id,pubchem_cid,smiles,parent_smiles,chembl_tox,withdrawn,standardized_smiles,scaffolds
1097,5760,CHEMBL1201772,6918456,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,toxic_vascular,0,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,CC(C)CC1CC2CCC(C(C(C)C3CC3)C3CCCCC3C)CC2C1
464,2636,CHEMBL1591,missing,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,Safe,0,CN(C)[C@@H]1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,CC(C)C1C(C)C(C(C)C)C2CC3C(C)C4C(C)CCC(C)C4C(C)C3C(C)C2(C)C1C
54,668,CHEMBL832,5342,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,Safe,0,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,CC(CCC1C(C)C(C2CCCCC2)C(C2CCCCC2)C1C)C1CCCCC1
1540,7799,CHEMBL704,4075,Nc1ccc(O)c(C(=O)O)c1,Nc1ccc(O)c(C(=O)O)c1,Safe,0,Nc1ccc(O)c(C(=O)O)c1,CC1CCC(C)C(C(C)C)C1
71,744,CHEMBL397420,54676537,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,Safe,0,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,CC(C)CC(C1CCC(C(C)C)CC1)C1C(C)CC2CCCCC2C1C
1667,8314,CHEMBL1289494,9911830,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,Safe,0,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,CCC1CC2CCCC(CC3CCC(CC(C)CC4CCC(C)C4)C(C)C3)C2CC1CC
636,3479,CHEMBL434200,36920,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,Safe,0,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,CC(CCC1CCCC2CCCCC21)CCC(C)(C)C
1672,8331,CHEMBL167150,5853,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,Safe,0,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,CCC(C)(CC)C(C)C(C)(C)C
1389,7192,CHEMBL2028661,11238823,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,toxic_teratogen,0,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,CCCC1CC2CCCC(C(C)CCC3CC(C)CC3C)C2C1CC1CCC(C2CCCCC2C2CCC(C)C2)CC1
1378,7155,CHEMBL623,4449,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,toxic_hepa+toxic_psyche,0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,CCC1CC(CCCC2CCC(C3CCCC(C)C3)CC2)C(C)C1CCCC1CCCCC1
1815,9072,CHEMBL2178422,51049968,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,Safe,0,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,CC(CC1CCC(C2CCCC(C)C2C)C(C)C2CCCCC12)C1CCC(C2C(C)CC3CCCCC32)CC1
1370,7135,CHEMBL1208155,11250647,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,Safe,0,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,CCC1CCCC(C2C(C)C(CC(CCCCC(C)C)C3CCCCC3)C(C)C(CC3C(C)CCCC3C(C)(C)C)C2C)C1C
1719,8523,CHEMBL1201764,6918558,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,Safe,0,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,CCC1CCC(CC(C)C(C)C)C(C(CCC(C(C)C)C(C)C)C2CCCCC2)C1
218,1466,CHEMBL799,2754,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,Safe,0,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,CC1CCC2CC(CCCCCC3CCCC3C3CCCCC3)CCC2C1
317,1937,CHEMBL1237021,213046,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,toxic_psyche,0,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,CC1C(CC2CCCCC2CC2CCC(C3CCC4CCCCC43)CC2)C(C)C2C3CCC(C3)C12
1408,7266,CHEMBL311498,9064,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,Safe,1,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,CC1CC(C)C2CC(C)C(C3CCC(C)C(C)C3)CC2C1
176,1302,CHEMBL1257015,4814,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,Safe,0,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,CCC1CCC(C(C)CCC2CCCCC2)CC1C(C)CCC1CCCCC1
1246,6466,CHEMBL1201261,5611,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,Safe,0,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,CCCC(C)CC1C(C)CC(C)C(CC(CC)C(C)C)C1C
138,1107,CHEMBL36715,4843,NC(=O)CN1CCCC1=O,NC(=O)CN1CCCC1=O,Safe,0,NC(=O)CN1CCCC1=O,CC(C)CC1CCCC1C
131,1076,CHEMBL862,3519,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,Safe,0,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,CC(C)CC(C)CC1C(C)CCCC1C
1271,6623,CHEMBL1042,5280795,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,Safe,0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,CC(C)CCCC(C)C1CCC2C(CCC3CC(C)CCC3C)CCCC12C
733,3934,CHEMBL2095212,9865528,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,Safe,0,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,CC1CCC(CC(C)CC2CCC(CCCCC(C)C3CCCCC3)CC2)C1
695,3780,CHEMBL1615438,missing,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,Safe,0,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,CCC1(C2CCC(C)CC2)CCC(C2CCC(C(C)C)(C3CCCCC3)C(C)C2)CC1
561,3145,CHEMBL93645,71771,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Safe,0,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,CC(C)CCC(C)CC1CCCCC1CC1C(C)CCCC1C
2011,9926,CHEMBL3305985,21158560,C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,Safe,0,C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,CCCC12CCC34C5CCCCC5C5CC6C7CC8C(CCC)(CCC89C8CCCCC8C(CC(C(CC13)C(CCC)C2)C54)C69)CC7CCC
156,1207,CHEMBL1208422,25474,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,Safe,0,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12,CC(C)C1C(C)C(C)C(C)C(C)C1C1C2CC(C)C(C)C(C)C2CC2C(C)C(C)C(C)CC21
1104,5794,CHEMBL86,4168,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,toxic_neuro,0,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CCC(CC)CCCC(C)C1CC(C)C(C)CC1CC
1955,9673,CHEMBL631,4932,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,Safe,0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CCCCCC(C)CCC1CCCCC1C(C)CCC1CCCCC1
1834,9180,CHEMBL404108,151166,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Safe,1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,CC(C)CC1CC(C)CCC1CC1C(C)CCCC1C
758,4027,CHEMBL1201747,19371515,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,Safe,0,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,CCC1CCC2C1CCC1CCCCC1C2C1CCC(C)CC1
960,5061,CHEMBL1420,4884,C[n+]1ccccc1C=NO,C[n+]1ccccc1C=NO,Safe,0,C[n+]1ccccc1C=NO,CCCC1CCCCC1C
1931,9555,CHEMBL604608,439709,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,Safe,0,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,CCC1CC(C)(CC)C(C)C1C
2043,10107,CHEMBL1201112,3011155,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,toxic_neuro,0,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,CCC1CC(C2CCC3C(CC)CC(C)CC32)C(C)C1C
776,4101,CHEMBL1201281,656580,O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,toxic_hema,0,O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,CC(C)CCC(C)CCC(CC(C)C(C)C)C(C)C1CCC(C(C)C)CC1
248,1580,CHEMBL1201749,443936,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Safe,0,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CCCC(C)CC1(C(C)CCC(C)C)CCC2C3CC(C)C4CC(C)CCC4(C)C3(C)C(C)CC21C
1886,9409,CHEMBL1262,5353853,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Safe,0,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,CC1CCC(CCCC(CC2CCCC2)C2CCC(C)CC2C)C(C)C1
394,2279,CHEMBL1214,20824,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,Safe,0,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CC(C)C(C(C)CC1C(C)C2C1CC(C)(C)C2C(C)C)C1CCCCC1
749,4001,CHEMBL1449,36921,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,Safe,0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,CC(C)C(C(C)CC1C(C)C2C1CC(C)(C)C2C(C)C)C1CCCC1
1769,8823,CHEMBL2106825,9949848,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,Safe,0,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC1CCC2(C)C(C1)C(C)CC1C2CCC2(C)C1CCC2(C)C(C)C
1557,7848,CHEMBL561,3948,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,Safe,0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CCC1CC(C(C)C)C(C)C2CC(C)C(C3CCCC(C)C3)C(C)C12
829,4345,CHEMBL1200545,71414,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,Safe,0,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(C)CCC(C)C1(CC(C)C)C(C)CC2C3CC(C)C4CC(C)CCC4(C)C3(C)C(C)CC21C
1608,8062,CHEMBL1200907,656583,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,Safe,0,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(=O)C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,CCC1CC2(C)C3CCC4(C)C(C)CCC4C3CCC23CC3C1C
139,1109,CHEMBL1201217,3180,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,Safe,0,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,CCCCCC1CCC(C(C)CCC2CCCCC2)CC1
271,1681,CHEMBL4594250,66599893,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,Safe,0,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,CCC(C(C)CC1CCC2CCCCC2C1)C1CCC(CCC(C)C2CCC(C)CC2C)CC1
380,2197,CHEMBL682,2165,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,Safe,0,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CCC(CC)CC1CC(CC2CCCC3CC(C)CCC32)CCC1C
36,512,CHEMBL473417,24776445,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,toxic_teratogen,0,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CC(CC1CCC(C)C(C2CCCCC2)C1)C1CCC(C(C)(C)C)CC1C
677,3682,CHEMBL427216,3475,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Safe,0,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,CC1CCC(C(C)(C)CC(C)CC2CC3CCCC3C2)CC1
1163,6077,CHEMBL479,5452,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,toxic_cardio+infections,1,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CCC1CCC2CC3CCCCC3C(CCC3CCCCC3C)C2C1
1466,7521,CHEMBL24828,3081361,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,toxic_cardio,0,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,CCC1CC2C(CC3CCC(C)CC3C)CCCC2CC1CCC1CCC(C)CC1
1823,9111,CHEMBL1237054,52945526,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,Safe,0,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,CCC(C(C)C(C)C(C)C)C1CC2CC3CC(CC4CC(C)C(C)C(CC5CC(C)C(C)C(C)C5)C4)C(C)C(C)C3C(C)C2C(C)C1CC1CC(C)C(C)C(CC2CC(C)C(CC3CC(C)C(C)C(C)(C)C3)C(C)C2)C1
1924,9528,CHEMBL2105695,25181577,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,Safe,0,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,CCCC(C)C(C)CC1CCC(C2CC(C)CC(CC(C3CCC(C)CC3C3CCC(C)C3)C(C)(C)C)C2)CC1
228,1487,CHEMBL1664,131536,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,Safe,0,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CC(C)CC(CC(CC(C)(C)C)C(CC(C)CC1CCCC1)CC1CCCCC1)C(C)(C)C1CCC(C)CC1
10,319,CHEMBL1520,110634,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,Safe,0,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,CCCC1CCC(C(C)(C)C2CCC(CC)CC2)CC1C1CC(C)C2C(C)CC(CCC)C2C1
2092,10374,CHEMBL708,60854,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,Safe,0,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,CC1CC2CC(C)C(CCC3CCC(C4CCC5CCCCC54)CC3)CC2C1
722,3885,CHEMBL1186579,5361918,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,Safe,0,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CC1CCC2CC3C(C)(CC4CC4)CCC45C(CC1C24)C(C)CCC35C
1073,5627,CHEMBL849,5564,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,Safe,0,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,CC1CCC(CC2CCC(C)CC2C)C(C)C1
1161,6066,CHEMBL979,4064,CCCC(C)(COC(N)=O)COC(N)=O,CCCC(C)(COC(N)=O)COC(N)=O,Safe,0,CCCC(C)(COC(N)=O)COC(N)=O,CCCC(C)(CCC(C)C)CCC(C)C
98,909,CHEMBL776,4086,CC(C)NCC(O)c1cc(O)cc(O)c1,CC(C)NCC(O)c1cc(O)cc(O)c1,Safe,0,CC(C)NCC(O)c1cc(O)cc(O)c1,CC(C)CCC(C)C1CC(C)CC(C)C1
