,index,chembl_id,Phase,Smiles,market,standardized_smiles,scaffolds
17,17,CHEMBL4297080,0,CN(C)[C@@H]1C(O)=C(C(=O)NCN[C@H]2[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0,CN(C)[C@@H]1C(=O)C(C(=O)NCN[C@H]2[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]2O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CCC1CC(C)C(CCCC(C)C2C(C)C(C(C)C)C3CC4C(C(C)C5C(C)CCCC5C4(C)C)C(C)C3(C)C2C)C(C)C1C
4257,4257,CHEMBL951,4,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,1,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,CCCC(C)CCCCCCCCC(C)C1CCC(C)CC1
8709,8709,CHEMBL7728,0,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,0,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CC1CC(C)C(C)(C2CCCCC2)C(C)C1C
9119,9119,CHEMBL65267,0,C[C@H](NC(=O)c1ccc(C(=N)N)cc1)C(=O)N1CCC(OCC(=O)O)CC1,0,C[C@H](NC(=O)c1ccc(C(=N)N)cc1)C(=O)N1CCC(OCC(=O)O)CC1,CC(C)CCC1CCC(C(C)C(C)CC(C)C2CCC(C(C)C)CC2)CC1
4765,4765,CHEMBL2106214,0,C=CCN1CC[C@]23c4c5ccc(OC(C)=O)c4O[C@H]2[C@@H](OC(C)=O)C=C[C@H]3[C@H]1C5,0,C=CCN1CC[C@]23c4c5ccc(OC(C)=O)c4O[C@H]2[C@@H](OC(C)=O)C=C[C@H]3[C@H]1C5,CCCC1CCC23C4CC5C(CC(C)C)CCC(CC1C2CCC4CC(C)C)C53
8119,8119,CHEMBL2107227,0,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,0,Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,CC1CCCCC1CCC(CCC(C)C(C)(C)C)CC(C)C(C)(C)C
3851,3851,CHEMBL2106330,0,C=CCN1CCN(CC(C)(C)COC(=O)C2=C(C)NC(C)=C(C(=O)OC)C2c2cccc([N+](=O)[O-])c2)CC1,0,C=CCN1CCN(CC(C)(C)COC(=O)C2=C(C)NC(C)=C(C(=O)OC)C2c2cccc([N+](=O)[O-])c2)CC1,CCCC1CCC(CC(C)(C)CCC(C)C2C(C)CC(C)C(C(C)CC)C2C2CCCC(C(C)C)C2)CC1
6262,6262,CHEMBL2107450,0,CCN(CC)CCc1oc(=O)[nH]c1-c1ccc(F)cc1,0,CCN(CC)CCc1oc(=O)[nH]c1-c1ccc(F)cc1,CCC(CC)CCC1CC(C)CC1C1CCC(C)CC1
6113,6113,CHEMBL2107118,0,CCCCC(C)(OC)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,0,CCCCC(C)(OC)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,CCCCC(C)(CC)C(C)CCC1C(C)CC(C)C1CCCCCCC(C)CC
3808,3808,CHEMBL1885437,0,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,0,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1,CCCC(CC1CCC(CC(C)C(C)C2CCCCC2)CC1)C1CCCCC1
6158,6158,CHEMBL2107401,0,CC(=O)O[C@@H](C)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,CC(=O)O[C@@H](C)C(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(C)CC(C)C(C)C1(C)CCC2C3CCC4CC(C)CCC4(C)C3(C)C(C)CC21C
7437,7437,CHEMBL2104522,0,CC(C)Sc1ccc([C@H](O)[C@@H](C)N2CCN(C(=O)/C=C/c3ccccc3)CC2)cc1,0,CC(C)Sc1ccc([C@H](O)[C@@H](C)N2CCN(C(=O)/C=C/c3ccccc3)CC2)cc1,CC(C)CC1CCC(C(C)C(C)C2CCC(C(C)CCC3CCCCC3)CC2)CC1
9692,9692,CHEMBL316735,0,COc1ccc(CCOC(c2ccccc2)(c2ccccc2)[C@H](Oc2nc(C)cc(C)n2)C(=O)O)cc1OC,0,COc1ccc(CCOC(c2ccccc2)(c2ccccc2)[C@H](Oc2nc(C)cc(C)n2)C(=O)O)cc1OC,CCC1CCC(CCCC(C2CCCCC2)(C2CCCCC2)C(CC2CC(C)CC(C)C2)C(C)C)CC1CC
3375,3375,CHEMBL1985503,0,[O-][n+]1cccc(CO)c1,0,[O-][n+]1cccc(CO)c1,CCC1CCCC(C)C1
967,967,CHEMBL2104685,0,O=C(NCC1CCCO1)c1cc(Br)cc(Br)c1O,0,O=C(NCC1CCCO1)c1cc(Br)cc(Br)c1O,CC1CC(C)C(C)C(C(C)CCC2CCCC2)C1
5591,5591,CHEMBL3889654,4,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,1,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,CC1CCC(C(C)CC2CCC3CCC(C4CCCC4C4CC(C)CCC4C)CC32)C1
8884,8884,CHEMBL2105549,0,CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC,0,CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC,CCC(CC)CC(C)CC1C(C)CCCC1C(C)CC
1259,1259,CHEMBL1993793,0,c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1,0,c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1,C1CCC(CCCC2CCC(C3CCCCC3)C2)CC1
6645,6645,CHEMBL1752,4,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,1,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,CCC(C)CC1CCC2C(C)C(C)C(C)C(C)C12
4507,4507,CHEMBL2104468,0,C#C[C@]1(O)[C@H](O)C[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,0,C#C[C@]1(O)[C@H](O)C[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,CCC1(C)C(C)CC2C3CCC4CC(CC5CCCC5)CCC4C3CCC21C
7512,7512,CHEMBL3426621,2,C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,0,C[C@H]1CNCCCN1S(=O)(=O)c1cccc2cncc(F)c12,CC1CCCC2CCCC(C(C)(C)C3CCCCCC3C)C12
3781,3781,CHEMBL2110631,0,OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(Cl)cc32)CC1,0,OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(Cl)cc32)CC1,CCCCC1CCC(CCCC2C3CCCCC3CC3CCC(C)CC32)CC1
3726,3726,CHEMBL2111124,0,C(=C1\CCCCC1N1CCC1)\c1ccccc1,0,C(=C1\CCCCC1N1CCC1)\c1ccccc1,C1CCC(CC2CCCCC2C2CCC2)CC1
7899,7899,CHEMBL460291,4,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,1,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,CCCC(C)C1C(C)CC(C)C(C(C)CCC)C1C1CCCCC1CCC(C)CC(C)(C)C
391,391,CHEMBL681,4,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,1,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,CCCC(C)C1CCCC1C(C)C1CCCCC1
9646,9646,CHEMBL2110989,0,Nc1ccccc1C(=O)OCCC1CCCCN1,0,Nc1ccccc1C(=O)OCCC1CCCCN1,CC1CCCCC1C(C)CCCC1CCCCC1
4669,4669,CHEMBL4594420,1,Cc1c[nH]c(-c2ccc(-c3ccc(NC(=O)Nc4c(F)cc(F)cc4F)cc3F)c3c2C(=O)NC3)n1,0,Cc1c[nH]c(-c2ccc(-c3ccc(NC(=O)Nc4c(F)cc(F)cc4F)cc3F)c3c2C(=O)NC3)n1,CC1CC(C)C(CC(C)CC2CCC(C3CCC(C4CCC(C)C4)C4C(C)CCC34)C(C)C2)C(C)C1
9809,9809,CHEMBL2104908,0,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)n(-c2ccccc2)n1,0,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)n(-c2ccccc2)n1,CC1CCC(C(C)(C)CC2CC(C)CC2C2CCCCC2)CC1
4522,4522,CHEMBL270190,4,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,1,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,CC(C)CCC(C)C(CC1CCCCC1)CC1CCC(C)(C2CCCC(C)C2)C(C)C1
7547,7547,CHEMBL865,4,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,1,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,CC1CCC(C2CCCCC2)C1C1CCC(C(C)(C)C)CC1
9709,9709,CHEMBL477772,4,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,CC1CC2CC(C(C)C3CCCC(CC4CCC(C)C(C(C)(C)C)C4)C3)CCC2C1C
3495,3495,CHEMBL309962,0,O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,0,O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,CCCC(C)C1C(C(C)C)CCC1C1CCCCC1C
9147,9147,CHEMBL2103762,0,N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1,0,N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1,CC(C)CCC1CCC(CCC(C)C)CC1
843,843,CHEMBL3545125,3,CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)CC(=O)O,0,CCC1=C[C@@H]2[C@H](C1)C[C@]2(CN)CC(=O)O,CCC1CC2CC(CC)(CC(C)C)C2C1
7298,7298,CHEMBL3989473,0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)N(C)CC(=O)N(C)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c1I,0,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)N(C)CC(=O)N(C)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c1I,CCC(C)C(C)C(C)C(C)CC(C)C(C)CC(C)C(C)C1C(C)C(CC(C)C)C(C)C(CC(C)C)C1C
634,634,CHEMBL1968603,0,Cc1ccc2c(n1)Oc1ccc(C(C)C(=O)OCC(=O)N(C)C)cc1C2,0,Cc1ccc2c(n1)Oc1ccc(C(C)C(=O)OCC(=O)N(C)C)cc1C2,CC1CCC2CC3CC(C(C)C(C)CCC(C)C(C)C)CCC3CC2C1
8568,8568,CHEMBL2105503,0,Nc1ncc2ncn(CC(CO)CO)c2n1,0,Nc1ncc2ncn(CC(CO)CO)c2n1,CCC(CC)CC1CCC2CCC(C)CC21
1946,1946,CHEMBL1451633,0,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,0,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,CCCCCCCC(C)C1CCCCC1CC1CCCC(C(C)(C)C)C1
5458,5458,CHEMBL2104177,0,C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C,0,C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C,CCC(C(C)CCC)C(CC)C(C)C(C)C
7057,7057,CHEMBL2106585,0,C/C=C/C=N\NC(=O)c1ccncc1,0,C/C=C/C=N\NC(=O)c1ccncc1,CCCCCCC(C)C1CCCCC1
8149,8149,CHEMBL3967849,1,CC(=O)N1CCc2c(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)n[nH]c2C1,0,CC(=O)N1CCc2c(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)n[nH]c2C1,CC(C)C1CCC2C(CCC2C(C)C2CCC(C3CCC(C)C(C)C3C(C)(C)C)CC2)C1
8142,8142,CHEMBL2110975,0,CCCCOc1c(N)cccc1C(=O)OCCN(CC)CC,0,CCCCOc1c(N)cccc1C(=O)OCCN(CC)CC,CCCCCC1C(C)CCCC1C(C)CCCC(CC)CC
5754,5754,CHEMBL3585580,3,COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1,0,COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1,CCC1CCC(CC2CCCC(C(C)CCCC3CCC(CC4CC(C)CC4C)CC3)C2)CC1
7841,7841,CHEMBL3991122,0,CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cccc2ccc(OCCC(C)C)cc12,0,CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cccc2ccc(OCCC(C)C)cc12,CCC1CC2CCC1CC2C(C)C1CCCC2CCC(CCCC(C)C)CC21
1190,1190,CHEMBL2105373,3,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCC(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCC(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC(C)CC1CCC2(C)C(CCC3C2CCC2(C)C(C(C)C)CCC32)C1
3830,3830,CHEMBL571546,3,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,0,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,CC(CCC1CCCCC1)CC1CCC(C2CCC(CCCC3CCCCC3)CC2)CC1
8025,8025,CHEMBL1742410,0,C#CCOc1ccccc1OCC(O)CNC(C)(C)C,0,C#CCOc1ccccc1OCC(O)CNC(C)(C)C,CCCCC1CCCCC1CCC(C)CCC(C)(C)C
1683,1683,CHEMBL2105236,0,CCC(=O)O[C@@H]1C=C2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@]4(O)CC)[C@H]2CC1,0,CCC(=O)O[C@@H]1C=C2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@]4(O)CC)[C@H]2CC1,CCC(C)CC1CCC2C(CCC3C2CCC2(C)C3CCC2(C)CC)C1
6745,6745,CHEMBL301926,0,Cn1c([N+](=O)[O-])cnc1C(O)c1cc(C(C)(C)C)ccc1O,0,Cn1c([N+](=O)[O-])cnc1C(O)c1cc(C(C)(C)C)ccc1O,CC(C)C1CCC(C(C)C2CC(C(C)(C)C)CCC2C)C1C
1285,1285,CHEMBL9440,0,CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(N)=N2,0,CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(N)=N2,CC(CC1CCC(C(C)(C)C2CCCCC2)CC1)C1CCC2CC(C)C3CCCC1C23
4798,4798,CHEMBL2106370,3,COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C,0,COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C,CCC1CCCC(CC(C)C2CC3CCC(C4CCCC4)CC3C2)C1C
8022,8022,CHEMBL2105210,0,CCC(=O)OCC(C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)N2C)c1ccccc1,0,CCC(=O)OCC(C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)N2C)c1ccccc1,CCC(C)CCC(C(C)CC1CC2CCC(C1)C2C)C1CCCCC1
1932,1932,CHEMBL68262,0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21,0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21,CCC1CC(C(C)C)C(C)C2CC(C)C(C3CCCC3)CC12
1432,1432,CHEMBL2105187,0,CN1[C@@H]2CCC(C)(C)[C@H]1C[C@H](OC(=O)C(O)(c1cccs1)c1cccs1)C2,0,CN1[C@@H]2CCC(C)(C)[C@H]1C[C@H](OC(=O)C(O)(c1cccs1)c1cccs1)C2,CC1C2CCC(C)(C)C1CC(CC(C)C(C)(C1CCCC1)C1CCCC1)C2
4547,4547,CHEMBL3990195,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O[C@H]2C[C@@H](N(C)C)[C@@H](O)[C@H](C)O2)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O[C@H]2C[C@@H](N(C)C)[C@@H](O)[C@H](C)O2)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CCC1CC(C)C(C)C(CC2CC(C)C(C)C(C)(C)C2)C(C)C(CC2CC(C)CC(C(C)C)C2C)C(C)(CC2CC(C)C(C)C(C(C)C)C2)CC(C)C(C)C(C)C(C)C1(C)C
7937,7937,CHEMBL3234681,1,CC(C)(C)NC(=O)c1nn(-c2ccc(F)cc2F)c2c1[C@H]1CC[C@@H]2C1,0,CC(C)(C)NC(=O)c1nn(-c2ccc(F)cc2F)c2c1[C@H]1CC[C@@H]2C1,CC1CCC(C2CC(C(C)CC(C)(C)C)C3C4CCC(C4)C23)C(C)C1
2314,2314,CHEMBL2107500,0,CC(C)COc1ccc(NC(=S)Nc2ccc(-c3ccccn3)cc2)cc1,0,CC(C)COc1ccc(NC(=S)Nc2ccc(-c3ccccn3)cc2)cc1,CC(C)CCC1CCC(CC(C)CC2CCC(C3CCCCC3)CC2)CC1
2719,2719,CHEMBL3545420,1,CCNCc1cncc(-c2ccc3c(c2)/C(=C2/N=c4cc(F)cc(F)c4=N2)NN3)c1C,0,CCNCc1cncc(-c2ccc3c(c2)/C(=C2/N=c4cc(F)cc(F)c4=N2)NN3)c1C,CCCCC1CCCC(C2CCC3CCC(C4CC5CC(C)CC(C)C5C4)C3C2)C1C
4291,4291,CHEMBL522987,2,Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC1CCC(C2CCCCC2C(C)C(C)C(C)C2CC(C(C)(C)C)CC(C(C)(C)C)C2)C(C)C1
2785,2785,CHEMBL1237049,0,Cc1ccc(OC(=O)[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccsc2)cc1,0,Cc1ccc(OC(=O)[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccsc2)cc1,CC1CCC(CC(C)C(C(C)CC2C(C)C3C2CC(C)(C)C3C(C)C)C2CCCC2)CC1
180,180,CHEMBL473417,4,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,CC(CC1CCC(C)C(C2CCCCC2)C1)C1CCC(C(C)(C)C)CC1C
6014,6014,CHEMBL3545311,4,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,CCC1CC(C2CCC(C3CCC(C)CC3)CC2)CCC1CC1CCC(C)C(CC2CCCCC2C(C)(C)C)C1
7357,7357,CHEMBL1597677,0,O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,0,O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,CC1CC(C)C(C2CCCCC2)C2CC(C)CCC2C1
2628,2628,CHEMBL571209,2,Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21,0,Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21,CC(C)C(C)CC1CC(C)C2CCCCC12
9729,9729,CHEMBL844,4,Brc1c(NC2=NCCN2)ccc2nccnc12,1,Brc1c(NC2=NCCN2)ccc2nccnc12,CC1C(CC2CCCC2)CCC2CCCCC21
4962,4962,CHEMBL2218890,0,CC1=C(C(=O)OCCN(C)Cc2ccc(F)cc2)C(c2cccc3c2OCO3)C(C(=O)OC(C)C)=C(C)N1,0,CC1=C(C(=O)OCCN(C)Cc2ccc(F)cc2)C(c2cccc3c2OCO3)C(C(=O)OC(C)C)=C(C)N1,CC(C)CC(C)C1C(C)CC(C)C(C(C)CCCC(C)CC2CCC(C)CC2)C1C1CCCC2CCCC21
5987,5987,CHEMBL1742461,3,O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,0,O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,CC(CCCCCCC1CCCC(CC2CCCCC2)C1)CC(C)CC1CCCC1
9275,9275,CHEMBL1617772,0,O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,0,O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CCCC1CCC(CCC(C)C2C3CCCCC3CC3CCC(C(C)(C)C)CC32)CC1
1703,1703,CHEMBL4297300,2,CN1CCN(C(=O)C2C(C(=O)O)[C@H]3CC[C@@H]2O3)CC1,0,CN1CCN(C(=O)C2C(C(=O)O)[C@H]3CC[C@@H]2O3)CC1,CC1CCC(C(C)C2C3CCC(C3)C2C(C)C)CC1
867,867,CHEMBL563350,0,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1,0,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)(C)OC(C)=O)[C@]21CO1,CC(C)CCC1CCC(CC(C)CC(C)C)C2C1CC(CC(C)CC(C)(C)CC(C)C)C21CC1
210,210,CHEMBL1132,1,c1cncc(C2CCCN2)c1,0,c1cncc(C2CCCN2)c1,C1CCC(C2CCCC2)CC1
6137,6137,CHEMBL953,4,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,1,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,CCC(CC)C(C)C(CC)CC1CC(C)C(C)C(C(C)C)C1
5985,5985,CHEMBL4297640,1,NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,0,NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,CC1CC(CC2CCCC(C3CC(C4CCCC(C)C4C)CCC3C(C)C)C2C)CC(C(C)(C)C)C1
2594,2594,CHEMBL1506,4,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,1,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,CCCCCCCCCCCCCCCC(C)CCC(CC(C)C(C)C)C(C)C1CCC(C(C)C)CC1
604,604,CHEMBL1256712,0,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N,0,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N,CCCC(CC)CC1CCC(C2CCC(C)CC2C)CC1
5063,5063,CHEMBL2104717,0,CCCC(=O)NCCc1ccc(S(=O)(=O)N2CCN(C3CC=CCC3)C2=N)cc1,0,CCCC(=O)NCCc1ccc(S(=O)(=O)N2CCN(C3CC=CCC3)C2=N)cc1,CCCC(C)CCCC1CCC(C(C)(C)C2CCC(C3CCCCC3)C2C)CC1
3736,3736,CHEMBL3349001,2,CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1,0,CC[C@H](CC#N)OC(=O)N[C@@H](C)c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1,CCCC(CC)CC(C)CC(C)C1CCCC(CC(C)CC2CCC(C3CCCC3)C(CC)C2)C1
9027,9027,CHEMBL4297491,1,C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3F)C(=O)N(Cc3cccc(N4CC(N5CCN(CC)CC5)C4)n3)C[C@@H]2N1C(=O)NCc1ccccc1,0,C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3F)C(=O)N(Cc3cccc(N4CC(N5CCN(CC)CC5)C4)n3)C[C@@H]2N1C(=O)NCc1ccccc1,CCCC1CC(C)C2C(CC3CCC(C)CC3C)C(C)C(CC3CCCC(C4CC(C5CCC(CC)CC5)C4)C3)CC2C1C(C)CCC1CCCCC1
9648,9648,CHEMBL2111084,3,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C,0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C,CCC1(C)C(C)CCC2C(C)C3CC4C(CCCC(C)C)C5CCCCC5CC4C3CC21
2991,2991,CHEMBL2104258,0,Cc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,0,Cc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,CC1CC(C)C(C(C)(C)C)CC1C(C)(C)C
4995,4995,CHEMBL2105483,0,O=C(OCC1CCCO1)c1cccnc1,0,O=C(OCC1CCCO1)c1cccnc1,CC(CCC1CCCC1)C1CCCCC1
