,drugbank_id,inchi_key,drug_groups,smiles,synonyms,molecule_type,structure_type,therapeutic_flag,molecule_chembl_id,max_phase,atc_classifications,chirality,prodrug,oral,parenteral,topical,black_box_warning,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,chembl_tox,withdrawn
2318,DB12982,XUIMIQQOPSSXEZ-UHFFFAOYSA-N,approved; investigational,[Si],Silicon,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2321,DB13076,VWQVUPCCIRVNHF-OUBTZVSYSA-N,approved; investigational,[90Y],Yttrium Y-90,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2326,DB13117,MSSNHSVIGIHOJA-UHFFFAOYSA-N,approved; investigational,FC(F)CC(F)(F)F,Pentafluoropropane,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2331,DB13145,GYAVMUDJCHAASE-UHFFFAOYSA-M,approved; investigational,[H][N]([H])([H])[Pt]1(OCC(=O)O1)[N]([H])([H])[H],Nedaplatin,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2336,DB13156,YLDCUKJMEKGGFI-KSIULYHRSA-N,approved,C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O,Inosine pranobex,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2337,DB13157,UAJTZZNRJCKXJN-UHFFFAOYSA-M,approved; experimental,[Na+].CCCCCCCCCCCCOC(=O)CS([O-])(=O)=O,Sodium lauryl sulfoacetate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2338,DB13158,XXIFVOHLGBURIG-OZCCCYNHSA-N,approved,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,Clobetasone,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2339,DB13163,JGKJMBOJWVAMIJ-OFAZAQPOSA-N,approved; experimental,O.CC(C)(O)[C@H]1CC[C@@](C)(O)CC1,Terpin hydrate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2342,DB13170,NSPHQWLKCGGCQR-DLJDZFDSSA-N,approved; investigational,[H][C@@]12CSSC[C@H](NC(=O)CNC(=O)[C@@]([H])(NC(=O)[C@]([H])(CSSC[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N1)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC2=O)C(C)C)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(O)=O,Plecanatide,Protein,BOTH,True,CHEMBL2103867,4,A06AX07,1,0,True,False,False,1,1,,,,,,,,,,,1681.91,,,,,,,1681.91,1680.6252,,,,,,,CHEMBL2103867,missing,missing,AGONIST,True,True,True,CHEMBL1795197,Safe,0
2346,DB13209,QGWDKKHSDXWPET-UHFFFAOYSA-E,approved,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[O--].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,Bismuth subnitrate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2357,DB13235,PEYVWSJAZONVQK-UHFFFAOYSA-N,approved,OOB=O,Perboric acid,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2362,DB13249,ZADYMNAVLSWLEQ-UHFFFAOYSA-N,approved,[O--].[O--].[O--].[Mg++].[Si+4],Magnesium silicate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2365,DB13257,BAUYGSIQEAFULO-UHFFFAOYSA-L,approved,[Fe++].[O-]S([O-])(=O)=O,Ferrous sulfate anhydrous,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2387,DB13322,BEBILBPAQKONJS-UHFFFAOYSA-L,approved; experimental; investigational,O.O.O.O.O.O.O.O.O.O.O.O.[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[O-]C([O-])=O,Hydrotalcite,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2393,DB13381,MKWYFZFMAMBPQK-UHFFFAOYSA-J,approved,[Na+].[O-]C(=O)C[N+]12CC[N+]34CC(=O)O[Fe--]13(OC(=O)C2)OC(=O)C4,Sodium feredetate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2402,DB13595,XFKLULFTFNRQOX-UHFFFAOYSA-N,approved; experimental,O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],Almasilate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2403,DB13615,NGIYLSFJGRLEMI-MHTUOZSYSA-M,approved; experimental,O.[Na+].CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](NC(C)=O)C=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,Mifamurtide,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2413,DB13743,KZNBHWLDPGWJMM-UHFFFAOYSA-J,approved; experimental,O.O.[Na+].[Na+].[Na+].[Au+].[O-]S([S-])(=O)=O.[O-]S([S-])(=O)=O,Sodium aurotiosulfate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2416,DB13749,HJWFTNWQKDPLAS-SYAJEJNSSA-L,approved; investigational,O.O.[Mg++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,Magnesium gluconate,Small molecule,MOL,False,CHEMBL3989640,4,A12CC03,1,0,False,False,False,0,-1,,,,,,,,,,,450.63,,,,,,,414.60,414.0860,,,,,,,CHEMBL2107145,missing,missing,missing,missing,missing,missing,missing,Safe,0
2421,DB13800,APKDPOQXVKRLEP-UHFFFAOYSA-L,approved; experimental,[Ca++].CC(=O)CCC([O-])=O.CC(=O)CCC([O-])=O,Calcium levulinate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2425,DB13848,PAXWQORCRCBOCU-RPDRGXCHSA-N,approved; experimental,N[C@@H](CC1=CC(O)=C(O)C=C1[18F])C(O)=O,Fluorodopa (18F),Small molecule,MOL,False,CHEMBL3400972,4,V09IX05,1,0,False,True,False,0,1,,,,,0.19,1,-1.69,-1.65,1.32,9.40,214.18,4,5,4,5,15,ZWITTERION,215.18,215.0594,0,0,103.78,0.54,N,3,CHEMBL3547132,missing,missing,missing,missing,missing,missing,missing,Safe,0
2439,DB13909,JAONZGLTYYUPCT-UHFFFAOYSA-K,approved,O[Bi]1OC2=CC(=CC(O)=C2O1)C(O)=O,Bismuth subgallate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2440,DB13910,YZDVVHSLIPLZLO-UHFFFAOYSA-K,approved,[Bi+3].CCCC(CCC)C([O-])=O.CCCC(CCC)C([O-])=O.CCCC(CCC)C([O-])=O,Valproate bismuth,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2442,DB13925,XBJPSVQFCQFGDC-WSCOIBMGSA-K,approved; investigational,[68Ga+3].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,Dotatate gallium Ga-68,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2448,DB13947,PTVXYACXDYZNID-JKXGKYMWSA-N,approved; experimental,[H]N(N=C1CC[C@@]2(C)C(CC[C@@]3([H])[C@]4([H])CC[C@H](OC(=O)CCCCCC)[C@@]4(C)CC[C@]23[H])=C1)C(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Testosterone enantate benzilic acid hydrazone,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2449,DB13949,VTLYFUHAOXGGBS-UHFFFAOYSA-N,approved,[Fe+3],Ferric cation,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2453,DB13955,OVAHZPTYWMWNKO-CAHAWPIUSA-N,approved; investigational; vet_approved,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CCCCCC)=CC=C4[C@H]3CC[C@]12C,Estradiol dienanthate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2459,DB13967,DHAHKSQXIXFZJB-UHFFFAOYSA-O,approved,CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=C(C=C(C(O)=C1)S(O)(=O)=O)S(O)(=O)=O,Patent Blue,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2461,DB13971,LEONUFNNVUYDNQ-UHFFFAOYSA-N,approved; experimental,[V],Vanadium,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2466,DB13982,OHSVLFRHMCKCQY-NJFSPNSNSA-N,approved,[177Lu],Lutetium Lu-177,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2467,DB13985,MXDPZUIOZWKRAA-PRDSJKGBSA-K,approved; investigational,[177Lu+3].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,Lutetium Lu 177 dotatate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2468,DB13987,AHBGXTDRMVNFER-UHFFFAOYSA-L,approved,[Cl-].[Cl-].[Sr++],Strontium chloride,Small molecule,MOL,True,CHEMBL2219640,4,,2,0,False,True,False,0,1,,,,,,,,,,,158.53,,,,,,,158.53,157.8433,,,,,,,CHEMBL2219640,missing,missing,missing,missing,missing,missing,missing,Safe,0
2469,DB13995,SXAWSYZURCZSDX-UHFFFAOYSA-B,approved; investigational,[Fe+3].[Fe+3].[Fe+3].[Fe+3].OP(O)(=O)OP(O)(O)=O.OP(O)(=O)OP(O)(O)=O.OP([O-])(=O)OP([O-])([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,Ferric pyrophosphate citrate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2484,DB14048,ARVUQMBOTBOHPL-UHFFFAOYSA-N,approved; investigational,[Na+].[Na+].[Zr].[O-][Si]1([O-])O[Si]([O-])([O-])O[Si]([O-])([O-])O1,Sodium zirconium cyclosilicate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2492,DB14096,WQVNGJIIARFEJV-XSLFZJRCSA-N,approved; experimental,[H]C(N)(COP(O)(=O)OCC([H])(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O,"1,2-icosapentoyl-sn-glycero-3-phosphoserine",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2496,DB14105,LDWIWSHBGAIIMV-ODZMYOIVSA-M,approved; experimental,[Na+].[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC,"Sodium 1,2-Dipalmitoyl-sn-glycero-3-phospho-(1'-rac-glycerol)",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2497,DB14106,WJRFSUVOHUMYAO-UHFFFAOYSA-N,approved,[Cu+].F[B-](F)(F)F.COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-],Tetrakis(2-methoxyisobutylisocyanide)copper(I) tetrafluoroborate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2500,DB14116,JAUGGEIKQIHSMF-UHFFFAOYSA-N,approved; experimental,O.[O--].[O--].[Mg++].[Mg++].[Al+3].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O.[O-][Si]([O-])=O,Silodrate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2505,DB14143,OGQYPPBGSLZBEG-UHFFFAOYSA-N,approved; experimental,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,Distearyldimonium,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2507,DB14151,OAICVXFJPJFONN-UHFFFAOYSA-N,approved; experimental,[P],Phosphorus,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2517,DB14180,LGQLOGILCSXPEA-UHFFFAOYSA-L,approved; experimental,[Ni++].[O-]S([O-])(=O)=O,Nickel sulfate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2519,DB14182,SOCTUWSJJQCPFX-UHFFFAOYSA-N,approved; investigational,[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O,Dichromate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2533,DB14196,ZRMMVODKVLXCBB-UHFFFAOYSA-N,approved,C1CCC(CC1)NC1=CC=C(NC2=CC=CC=C2)C=C1,"N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine",missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2535,DB14198,UKHVLWKBNNSRRR-UHFFFAOYSA-M,approved; experimental,[Cl-].[H]C(Cl)=C([H])C[N+]12CN3CN(CN(C3)C1)C2,Quaternium-15,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2540,DB14203,UIHYHADQHHUIOF-WUKNDPDISA-N,approved; experimental,CCN(CCO)C1=CC=C(\N=N\C2=NC=C(S2)N(=O)=O)C(C)=C1,Disperse Blue 106,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2541,DB14206,GVPFVAHMJGGAJG-UHFFFAOYSA-L,approved; experimental,[Cl-].[Cl-].[Co++],Cobalt chloride,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2548,DB14481,XAAHAAMILDNBPS-UHFFFAOYSA-L,approved,O.O.[Ca++].OP([O-])([O-])=O,Calcium phosphate dihydrate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2551,DB14484,AIOKQVJVNPDJKA-ZZMNMWMASA-L,approved; nutraceutical,[Mg++].[H][C@@]1(OC(=O)C(O)=C1[O-])[C@@H](O)CO.[H][C@@]1(OC(=O)C(O)=C1[O-])[C@@H](O)CO,Magnesium ascorbate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2552,DB14485,WWRJFSIRMWUMAE-ZZMNMWMASA-L,approved; nutraceutical,[Zn++].[H][C@@]1(OC(=O)C(O)=C1[O-])[C@@H](O)CO.[H][C@@]1(OC(=O)C(O)=C1[O-])[C@@H](O)CO,Zinc ascorbate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2553,DB14486,JMORAWFVNMGOKQ-MGMRMFRLSA-N,approved; nutraceutical,NC(=O)C1=CN=CC=C1.[H]C(O)(CO)[C@@]1([H])OC(=O)C(O)=C1O,Niacinamide ascorbate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
2555,DB14488,VRIVJOXICYMTAG-IYEMJOQQSA-L,approved,[Fe++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,Ferrous gluconate,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,Safe,0
