DrugBank ID,CHEMBL_21July2021,smiles,withdrawn
DB00511,CHEMBL3545057,C(=O)(O[C@@H]1[C@H](O)[C@H](O[C@@H](O[C@@H]2[C@H](O[C@@H](O[C@@H]3[C@H](O[C@@H](O[C@@H]4C[C@@H]5[C@@]([C@@H]6[C@H]([C@@]7([C@@]([C@@H](C8=CC(=O)OC8)CC7)(CC6)C)O)CC5)(CC4)C)C[C@@H]3O)C)C[C@@H]2O)C)C1)C)C,0
DB00508,CHEMBL570,C(F)(F)(F)c1cc2c(Sc3c(N2CCCN(C)C)cccc3)cc1,0
DB00507,CHEMBL1401,C(=O)(Oc1c(C(=O)Nc2ncc(s2)[N+](=O)[O-])cccc1)C,0
DB00504,CHEMBL1254682,c12c(ccc(O)c1)C[C@H]3N(CC=C)CC[C@]24[C@H]3CCCC4,0
DB00503,CHEMBL163,C(N(Cc1nc(sc1)C(C)C)C)(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@@H](NC(=O)OCc3scnc3)Cc4ccccc4)O)C(C)C,0
DB00502,CHEMBL54,C(=O)(c1ccc(F)cc1)CCCN2CCC(c3ccc(Cl)cc3)(O)CC2,0
DB00501,CHEMBL30,C(#N)/N=C(\NCCSCc1c([nH]cn1)C)/NC,0
DB00500,CHEMBL1020,C(=O)(c1n(c(cc1)CC(=O)O)C)c2ccc(cc2)C,0
DB00499,CHEMBL806,C(=O)(C(C)C)Nc1cc(C(F)(F)F)c([N+](=O)[O-])cc1,0
DB00498,CHEMBL711,O=C1c2c(C(=O)C1c3ccccc3)cccc2,0
DB00497,CHEMBL656,O=C1[C@H]2[C@]34c5c(c(OC)ccc5C[C@H]([C@]3(O)CC1)N(CC4)C)O2,0
DB00496,CHEMBL1346,C(C(c1ccccc1)(c2ccccc2)[C@H]3CN(CCc4cc5c(OCC5)cc4)CC3)(=O)N,0
DB00495,CHEMBL129,N(=[N+]=[N-])[C@@H]1[C@H](O[C@@H](N2C(=O)NC(=O)C(=C2)C)C1)CO,0
DB00494,CHEMBL953,C(/C(/C(N(CC)CC)=O)=C\c1cc(c(c(O)c1)O)[N+](=O)[O-])#N,0
DB00493,CHEMBL1730,C(/C(=N\OC)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(COC(=O)C)CS[C@@H]32,0
DB00492,CHEMBL3039598,C(=O)(O[C@@H](OP(=O)(CC(=O)N1[C@H](C(=O)O)C[C@@H](C2CCCCC2)C1)CCCCc3ccccc3)C(C)C)CC,0
DB00491,CHEMBL1561,N1([C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1)CO)CCO,0
DB00490,CHEMBL49,O=C1N(C(=O)CC2(C1)CCCC2)CCCCN3CCN(c4ncccn4)CC3,0
DB00489,CHEMBL471,O=S(=O)(Nc1ccc(C(O)CNC(C)C)cc1)C,0
DB00488,CHEMBL1455,N(c1nc(N(C)C)nc(N(C)C)n1)(C)C,0
DB00487,CHEMBL267648,C(=O)(C1C(=O)c2c(N(C=1)CC)cc(c(F)c2)N3CCN(CC3)C)O,0
DB00486,CHEMBL947,C(c1cc2c(c(O)c1)[C@H]3[C@H](C(O2)(C)C)CCC(=O)C3)(CCCCCC)(C)C,0
DB00485,CHEMBL893,C(=O)(c1c(-c2c(Cl)cccc2Cl)noc1C)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(S[C@@H]43)(C)C,0
DB00484,CHEMBL844,Brc1c2c(nccn2)ccc1NC3=NCCN3,0
DB00483,CHEMBL1200993,O(c1c(OCC[N+](CC)(CC)CC)cccc1OCC[N+](CC)(CC)CC)CC[N+](CC)(CC)CC,0
DB00482,CHEMBL118,C(F)(F)(F)c1nn(c(-c2ccc(cc2)C)c1)-c3ccc(S(=O)(=O)N)cc3,0
DB00481,CHEMBL81,C(=O)(c1c(-c2ccc(O)cc2)sc3c1ccc(O)c3)c4ccc(OCCN5CCCCC5)cc4,0
DB00480,CHEMBL848,O=C1c2c(c(ccc2)N)CN1C3C(=O)NC(=O)CC3,0
DB00479,CHEMBL177,C(=O)([C@@H](O)CCN)N[C@H]1[C@H](O[C@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O)N)CO)[C@@H](O)[C@H](O[C@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CN)[C@@H](N)C1,0
DB00478,CHEMBL959,C12(C(N)C)CC3CC(C1)CC(C2)C3,0
DB00477,CHEMBL71,N(CCCN1c2c(Sc3c1cccc3)ccc(Cl)c2)(C)C,0
DB00476,CHEMBL1175,O(c1c2c(ccc1)cccc2)[C@H](c3sccc3)CCNC,0
DB00475,CHEMBL451,Clc1cc2C(c3ccccc3)=[N+]([O-])CC(=Nc2cc1)NC,0
DB00474,CHEMBL7413,C(#CCC)C(C1(C(=O)N(C(=O)NC1=O)C)CC=C)C,0
DB00472,CHEMBL41,C(F)(F)(F)c1ccc(OC(c2ccccc2)CCNC)cc1,0
DB00471,CHEMBL787,C(=O)(O)CC1(CS[C@@H](c2cc(/C=C/c3nc4c(ccc(Cl)c4)cc3)ccc2)CCc5c(C(O)(C)C)cccc5)CC1,0
DB00470,CHEMBL465,c12c(OC([C@H]3[C@H]1C=C(CC3)C)(C)C)cc(cc2O)CCCCC,0
DB00469,CHEMBL302795,C(=O)(C1=C(c2c(S(=O)(=O)N1C)ccs2)O)Nc3ncccc3,0
DB00468,CHEMBL170,O(c1cc2c(nccc2[C@@H](O)[C@H]3[N@@]4C[C@H](C=C)[C@H](C3)CC4)cc1)C,0
DB00467,CHEMBL826,C(=O)(C1C(=O)c2c(nc(c(F)c2)N3CCNCC3)N(C=1)CC)O,0
DB00465,CHEMBL469,C(=O)(c1n2c(cc1)C(C(=O)O)CC2)c3ccccc3,0
DB00464,CHEMBL1200354,O=S(=O)(OC(CC(C)C)CCC(CCCC)CC)[O-],0
DB00462,CHEMBL1354199,C(=O)(O[C@H]1C[C@@H]2[N+]([C@@H]([C@H]3O[C@H]32)C1)(C)C)[C@@H](c4ccccc4)CO,0
DB00461,CHEMBL1070,C(=O)(CCc1cc2c(cc(OC)cc2)cc1)C,0
DB00460,CHEMBL2052016,C(=O)(OC)C1=CC=C2C3=N/C(/[C@@]2([C@@H]1C(=O)OC)C)=C\c4c(c(c(/C=C5/C(=C(C(=N/5)/C=C6/C(=C(/C(=C/3)/N/6)C)C=C)C)CCC(=O)O)[nH]4)CCC(=O)OC)C,0
DB00459,CHEMBL1131,C(=O)(/C=C(/C=C/C=C(/C=C/c1c(c(c(OC)cc1C)C)C)\C)\C)O,0
DB00458,CHEMBL11,N(CCCN1c2c(cccc2)CCc3c1cccc3)(C)C,0
DB00457,CHEMBL2,C(=O)(c1occc1)N2CCN(c3nc4c(c(n3)N)cc(OC)c(OC)c4)CC2,0
DB00456,CHEMBL617,C(=O)(C1=C(COC(=O)C)CS[C@H]2N1C(=O)[C@H]2NC(=O)Cc3sccc3)O,0
DB00455,CHEMBL998,C(=O)(OCC)N1CCC(=C2c3c(cccn3)CCc4c2ccc(Cl)c4)CC1,0
DB00454,CHEMBL607,C(=O)(OCC)C1(c2ccccc2)CCN(CC1)C,0
DB00452,CHEMBL184618,O([C@@H]1O[C@@H]([C@@H](O[C@H]2O[C@H]([C@@H](O)[C@H](O)[C@H]2N)CN)[C@H]1O)CO)[C@H]3[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4N)CN)[C@@H](N)C[C@H]([C@@H]3O)N,0
DB00451,CHEMBL1624,C(=O)([C@H](Cc1cc(I)c(Oc2cc(I)c(c(I)c2)O)c(I)c1)N)O,0
DB00450,CHEMBL1108,C(=O)(c1ccc(F)cc1)CCCN2CC=C(N3C(=O)Nc4c3cccc4)CC2,0
DB00449,CHEMBL1201262,C(C(C)(C)C)(=O)Oc1c(OC(C(C)(C)C)=O)ccc(C(O)CNC)c1,0
DB00448,CHEMBL480,C(F)(F)(F)COc1c(c(ncc1)CS(=O)c2nc3c(cccc3)[nH]2)C,0
DB00446,CHEMBL130,C(=O)(C(Cl)Cl)N[C@@H]([C@@H](c1ccc([N+](=O)[O-])cc1)O)CO,0
DB00445,CHEMBL417,C(=O)([C@]1(O)Cc2c(c3C(=O)c4c(C(=O)c3c(c2[C@@H](O[C@@H]5O[C@H]([C@H](O)[C@@H](N)C5)C)C1)O)c(OC)ccc4)O)CO,0
DB00444,CHEMBL452231,O=C1OC[C@@H]2[C@H](O[C@@H]3O[C@H]4[C@@H](O[C@H](c5sccc5)OC4)[C@H](O)[C@H]3O)c6c(cc7c(OCO7)c6)[C@@H](c8cc(OC)c(c(OC)c8)O)[C@@H]12,0
DB00443,CHEMBL632,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)O)CO,0
DB00442,CHEMBL713,O=C1c2c(n(cn2)[C@@H]3C([C@@H]([C@@H](O)C3)CO)=C)NC(=N1)N,0
DB00441,CHEMBL888,O=C1N=C(C=CN1[C@H]2C(F)(F)[C@H](O)[C@H](O2)CO)N,0
DB00440,CHEMBL22,O(c1c(OC)cc(cc1OC)Cc2c(nc(nc2)N)N)C,0
DB00438,CHEMBL44354,C(/C(=N\OC(C(=O)O)(C)C)/c1nc(sc1)N)(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(C[n+]4ccccc4)CS[C@@H]32,0
DB00437,CHEMBL1467,c12c(ncnc1[nH]nc2)O,0
DB00436,CHEMBL1684,C(F)(F)(F)c1c(S(=O)(=O)N)cc2c(c1)NC(NS2(=O)=O)Cc3ccccc3,0
DB00434,CHEMBL516,C1(c2c(C=Cc3c1cccc3)cccc2)=C4CCN(CC4)C,0
DB00433,CHEMBL728,Clc1cc2c(Sc3c(N2CCCN4CCN(CC4)C)cccc3)cc1,0
DB00432,CHEMBL1129,C(F)(F)(F)C1C(=O)NC(=O)N(C=1)[C@@H]2O[C@@H]([C@@H](O)C2)CO,0
DB00430,CHEMBL1201204,C(=O)(c1c(O)cc(nc1)C)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)c5ccc(O)cc5,0
DB00429,CHEMBL1237105,C(=O)(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@](O)(CCCCC)C)[C@H](O)C[C@@H]1O,0
DB00428,CHEMBL1603,C(N(N=O)C)(=O)N[C@H]1[C@H](O[C@@H]([C@@H](O)[C@@H]1O)CO)O,0
DB00427,CHEMBL855,C(/c1ncccc1)(\c2ccc(cc2)C)=C\CN3CCCC3,0
DB00426,CHEMBL880,C(=O)(OCC(COC(=O)C)CCn1c2c(nc1)cnc(n2)N)C,0
DB00425,CHEMBL911,C(N(C)C)(=O)Cc1c(-c2ccc(cc2)C)nc3n1C=C(C=C3)C,0
DB00424,CHEMBL1331216,C(=O)(O[C@@H]1C[C@H]2N([C@@H](C1)CC2)C)[C@@H](c3ccccc3)CO,0
DB00423,CHEMBL1201117,C(=O)(OCC(O)COc1c(OC)cccc1)N,0
DB00422,CHEMBL796,C(=O)(OC)C(c1ccccc1)C2NCCCC2,0
DB00421,CHEMBL1393,C(=O)(S[C@H]1[C@@H]2[C@@H]([C@@]3(C(=CC(=O)CC3)C1)C)CC[C@@]4([C@@]5(OC(=O)CC5)CC[C@H]42)C)C,0
DB00420,CHEMBL564,N(CCCN1c2c(Sc3c1cccc3)cccc2)(C)C,0
DB00419,CHEMBL1029,N1([C@@H]([C@@H](O)[C@H](O)[C@@H](O)C1)CO)CCCC,0
DB00418,CHEMBL447,O=C1C(C(=O)NC(=O)N1)(C(CCC)C)CC=C,0
DB00417,CHEMBL615,C(=O)(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(S[C@@H]21)(C)C)COc3ccccc3,0
DB00415,CHEMBL174,C(=O)([C@@H](c1ccccc1)N)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,0
DB00413,CHEMBL301265,c12c(sc(n1)N)C[C@@H](NCCC)CC2,0
DB00412,CHEMBL121,N(c1ncccc1)(CCOc2ccc(cc2)CC3C(=O)NC(=O)S3)C,0
DB00411,CHEMBL965,C(=O)(OCC[N+](C)(C)C)N,0
DB00410,CHEMBL719,C(=O)(OCCCCCCCCC(=O)O)/C=C(/C[C@@H]1OC[C@@H]([C@@H](O)[C@H]1O)C[C@@H]2O[C@H]2[C@H]([C@@H](O)C)C)\C,0
DB00408,CHEMBL831,Clc1cc2C(=Nc3c(Oc2cc1)cccc3)N4CCN(CC4)C,0
DB00406,CHEMBL459265,C(c1ccc(N(C)C)cc1)(c2ccc(N(C)C)cc2)=C3C=CC(=[N+](C)C)C=C3,0
DB00405,CHEMBL1201287,N(CC[C@H](c1ncccc1)c2ccc(Br)cc2)(C)C,0
DB00404,CHEMBL661,Clc1cc2C(c3ccccc3)=NCc4nnc(n4-c2cc1)C,0
DB00403,CHEMBL1201355,C(=O)([C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)CCC(=O)N)CC(=O)O)Cc2ccc(OS(=O)(=O)O)cc2)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)Cc3ccccc3)CC(=O)O)CCSC)Cc4c5c(cccc5)[nH]c4)[C@H](O)C,0
DB00401,CHEMBL1726,C(=O)(OCC(C)C)C1=C(NC(=C(C(=O)OC)C1c2c([N+](=O)[O-])cccc2)C)C,0
DB00400,CHEMBL562,O=C1c2c(OC)cc(OC)c(Cl)c2O[C@@]13C(OC)=CC(=O)C[C@H]3C,0
DB00399,CHEMBL924,C(P(=O)(O)O)(P(=O)(O)O)(O)Cn1cncc1,0
DB00398,CHEMBL1336,C(=O)(c1nccc(Oc2ccc(NC(=O)Nc3cc(C(F)(F)F)c(Cl)cc3)cc2)c1)NC,0
DB00396,CHEMBL103,C(=O)([C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC1)C)C,0
DB00395,CHEMBL1233,C(=O)(OCC(COC(=O)N)(CCC)C)NC(C)C,0
DB00394,CHEMBL1200500,C(=O)(O[C@@]1(C(=O)COC(=O)CC)[C@@]2([C@H]([C@H]3[C@@](Cl)([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C2)C[C@@H]1C)C)CC,0
DB00393,CHEMBL1428,C(=O)(OC(C)C)C1=C(NC(=C(C(=O)OCCOC)C1c2cc([N+](=O)[O-])ccc2)C)C,0
DB00392,CHEMBL1206,N(C(CN1c2c(Sc3c1cccc3)cccc2)C)(CC)CC,0
DB00391,CHEMBL26,C(=O)(c1c(OC)ccc(S(=O)(=O)N)c1)NCC2N(CC)CCC2,0
DB00390,CHEMBL1751,O=C1OCC(=C1)[C@@H]2[C@@]3([C@@](O)([C@H]4[C@@H]([C@@]5([C@@H](C[C@@H](O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O[C@@H]8O[C@@H]([C@@H](O)[C@@H](O)C8)C)[C@@H](O)C7)C)[C@@H](O)C6)C)CC5)CC4)C)C[C@H]3O)CC2)C,0
DB00389,CHEMBL508102,C(=O)(OCC)N1C(=S)N(C=C1)C,0
DB00388,CHEMBL1215,c1([C@@H](O)CNC)cc(O)ccc1,0
DB00387,CHEMBL86715,C(c1ccccc1)(O)(C2CCCCC2)CCN3CCCC3,0
DB00385,CHEMBL1096885,C(C(F)(F)F)(=O)N[C@@H]1[C@H](O)[C@@H](O[C@@H](O[C@@H]2c3c(c4C(=O)c5c(OC)cccc5C(=O)c4c(c3C[C@](C(=O)COC(=O)CCCC)(O)C2)O)O)C1)C,0
DB00384,CHEMBL585,c1(-c2ccccc2)c(nc3c(c(nc(n3)N)N)n1)N,0
DB00383,CHEMBL1495,C(C(c1ccccc1)(O)C2CCCCC2)(=O)OCC3=NCCCN3C,0
DB00381,CHEMBL1491,C(=O)(OCC)C1=C(NC(=C(C(=O)OC)C1c2c(Cl)cccc2)C)COCCN,0
DB00379,CHEMBL558,O(c1c(cccc1C)C)CC(N)C,0
DB00377,CHEMBL1189679,O=C1c2c3c(ccc2)CCC[C@@H]3CN1[C@H]4C5CCN(C4)CC5,0
DB00376,CHEMBL1490,C(c1ccccc1)(O)(C2CCCCC2)CCN3CCCCC3,0
DB00374,CHEMBL1237119,C(=O)(O)COc1c2c(ccc1)C[C@@H]3[C@H]([C@H](O)C[C@@H]3C2)CC[C@@H](O)CCCCC,0
DB00373,CHEMBL499,C(NC[C@H](O)COc1c(nsn1)N2CCOCC2)(C)(C)C,0
DB00371,CHEMBL979,C(=O)(OCC(COC(=O)N)(CCC)C)N,0
DB00370,CHEMBL654,c12c(cccn1)Cc3c(cccc3)C4N2CCN(C4)C,0
DB00369,CHEMBL152,O=P(O)(O)CO[C@@H](CN1C(=O)N=C(C=C1)N)CO,0
DB00368,CHEMBL1437,c1(c(O)ccc([C@@H](O)CN)c1)O,0
DB00366,CHEMBL1004,C(OCCN(C)C)(c1ncccc1)(c2ccccc2)C,0
DB00364,CHEMBL2029132,O=S(=O)(O[Al](O)O)O[C@@H]1[C@](O[C@H]2O[C@@H]([C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)COS(=O)(=O)O[Al](O)O)(O[C@@H]([C@H]1OS(=O)(=O)O[Al](O)O)COS(=O)(=O)O[Al](O)O)COS(=O)(=O)O[Al](O)O,0
DB00363,CHEMBL42,Clc1cc2c(cc1)Nc3c(C(=N2)N4CCN(CC4)C)cccc3,0
DB00362,CHEMBL264241,C(=O)(c1ccc(-c2ccc(-c3ccc(OCCCCC)cc3)cc2)cc1)N[C@@H]4C(=O)N[C@H](C(=O)N5[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N6[C@H](C(=O)N[C@H](O)[C@H](O)C4)[C@@H](O)[C@H](C6)C)[C@H](O)C)[C@@H]([C@H](c7ccc(O)cc7)O)O)C[C@@H](O)C5)[C@H](O)C,0
DB00361,CHEMBL553025,C(=O)(OC)[C@@]1(c2c(OC)cc3c([C@@]45[C@@H]6[C@@](C=CCN6CC4)([C@@H](OC(=O)C)[C@@](C(=O)OC)(O)[C@@H]5N3C)CC)c2)c7c(c8c(cccc8)[nH]7)CN9CC(=C[C@@H](C1)C9)CC,0
DB00360,CHEMBL1201774,O=C1C2=C(N=C(N1)N)NC[C@H]([C@H]([C@@H](O)C)O)N2,0
DB00359,CHEMBL439,O=S(=O)(c1ccc(cc1)N)Nc2ncccn2,0
DB00358,CHEMBL416956,C(F)(F)(F)c1c2c(c(C(O)C3NCCCC3)cc(C(F)(F)F)n2)ccc1,0
DB00357,CHEMBL488,O=C1C(c2ccc(cc2)N)(CC)CCC(=O)N1,0
DB00356,CHEMBL1371,O=C1Oc2c(cc(Cl)cc2)N1,0
DB00355,CHEMBL158,C(/C(=N\OC(C(=O)O)(C)C)/c1nc(sc1)[NH3+])(=O)N[C@@H]2C(=O)N(S(=O)(=O)[O-])[C@H]2C,0
DB00354,CHEMBL1201271,C(c1ccc(cc1)CN2CCN(C(c3ccc(Cl)cc3)c4ccccc4)CC2)(C)(C)C,0
DB00353,CHEMBL1201356,C(=O)(N[C@H](CO)CC)[C@@H]1C=C2c3c4c(ccc3)[nH]cc4C[C@H]2N(C1)C,0
DB00352,CHEMBL727,S=C1c2c(nc[nH]2)NC(=N1)N,0
DB00351,CHEMBL1201139,C(=O)(O[C@@]1(C(=O)C)[C@@]2([C@H]([C@@H]3C=C(C4[C@@]([C@H]3CC2)(CCC(=O)C=4)C)C)CC1)C)C,0
DB00350,CHEMBL802,c1(nc([n+](c(c1)N)[O-])N)N2CCCCC2,0
DB00349,CHEMBL70418,O=C1N(c2c(N(C(=O)C1)C)ccc(Cl)c2)c3ccccc3,0
DB00348,CHEMBL1337,C(=O)(c1c([N+](=O)[O-])cc(C(F)(F)F)cc1)C2C(=O)CCCC2=O,0
DB00347,CHEMBL695,O=C1C(OC(=O)N1C)(C)C,0
DB00346,CHEMBL709,C(=O)(NCCCN(c1nc2c(c(n1)N)cc(OC)c(OC)c2)C)C3OCCC3,0
DB00345,CHEMBL463,C(=O)(c1ccc(cc1)N)NCC(=O)O,0
DB00344,CHEMBL668,c12c(cccc1)C(c3c(C=C2)cccc3)CCCNC,0
DB00343,CHEMBL23,C(=O)(O[C@H]1C(=O)N(c2c(S[C@H]1c3ccc(OC)cc3)cccc2)CCN(C)C)C,0
DB00341,CHEMBL1000,C(=O)(O)COCCN1CCN(C(c2ccc(Cl)cc2)c3ccccc3)CC1,0
DB00340,CHEMBL1201342,c12c(cccc1)C(c3c(S2)cccc3)CC4CN(CCC4)C,0
DB00339,CHEMBL614,C(=O)(c1nccnc1)N,0
DB00338,CHEMBL1503,O=S(c1nc2c(cc(OC)cc2)[nH]1)Cc3c(c(OC)c(cn3)C)C,0
DB00337,CHEMBL1200686,C(=C/[C@H]1C[C@@H](OC)[C@@H](Cl)CC1)(\[C@H]2OC(=O)[C@H]3N(C(=O)C(=O)[C@@]4(O[C@@H]([C@@H](OC)C[C@H]4C)[C@@H](OC)C[C@H](C/C(=C/[C@H](C(=O)C[C@H](O)[C@H]2C)CC)/C)C)O)CCCC3)/C,0
DB00336,CHEMBL869,C(=O)(N/N=C/c1oc([N+](=O)[O-])cc1)N,0
DB00335,CHEMBL24,C(=O)(Cc1ccc(OCC(O)CNC(C)C)cc1)N,0
DB00334,CHEMBL715,c12C(=Nc3c(cccc3)Nc1sc(c2)C)N4CCN(CC4)C,0
DB00333,CHEMBL651,C(C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)(=O)CC,0
DB00332,CHEMBL1621597,C(=O)(O[C@@H]1C[C@H]2[N+](C(C)C)([C@@H](C1)CC2)C)C(c3ccccc3)CO,0
DB00331,CHEMBL1431,C(N(C)C)(=N)NC(=N)N,0
DB00330,CHEMBL44884,[C@@H](NCCN[C@H](CO)CC)(CO)CC,0
DB00328,CHEMBL6,C(=O)(c1ccc(Cl)cc1)n2c3c(c(c2C)CC(=O)O)cc(OC)cc3,0
DB00327,CHEMBL398707,O=C1[C@H]2[C@@]34c5c(c(O)ccc5C[C@@H](N(CC3)C)[C@@H]4CC1)O2,0
DB00326,CHEMBL1237066,C(=O)([O-])C([C@@H]([C@H]([C@@H]([C@H](O)CO)O)O)O)O,0
DB00324,CHEMBL1200600,C(=O)([C@@]1([C@@]2([C@H]([C@H]3[C@@](F)([C@@]4(C(=CC(=O)C=C4)[C@H](C3)C)C)[C@@H](O)C2)CC1)C)O)C,0
DB00322,CHEMBL917,O=C1C(F)=CN(C(=O)N1)[C@@H]2O[C@@H]([C@@H](O)C2)CO,0
DB00321,CHEMBL629,N(CCC=C1c2c(cccc2)CCc3c1cccc3)(C)C,0
DB00320,CHEMBL1732,C(=O)(N[C@]1(C(=O)N2[C@](O1)(O)[C@H]3N(C(=O)[C@@H]2Cc4ccccc4)CCC3)C)[C@H]5CN([C@H]6[C@@H](c7c8c(ccc7)[nH]cc8C6)C5)C,0
DB00319,CHEMBL702,C(=O)(N1C(=O)C(=O)N(CC)CC1)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C)c4ccccc4,0
DB00318,CHEMBL485,O(c1c2c3c(cc1)C[C@H]4N(CC[C@@]35[C@@H](O2)[C@@H](O)C=C[C@H]54)C)C,0
DB00317,CHEMBL939,O(c1c(OC)cc2c(c(ncn2)Nc3cc(Cl)c(F)cc3)c1)CCCN4CCOCC4,0
DB00316,CHEMBL112,C(=O)(Nc1ccc(O)cc1)C,0
DB00315,CHEMBL1185,N(CCc1c2c(ccc(c2)C[C@@H]3NC(=O)OC3)[nH]c1)(C)C,0
DB00314,CHEMBL2303634,C(=O)(NC[C@H]1C(=O)N/C(/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N1)C)N)[C@@H]2NC(=NCC2)N)=C/NC(=O)N)C[C@H](CCCN)N,0
DB00313,CHEMBL109,C(=O)(C(CCC)CCC)O,0
DB00312,CHEMBL448,O=C1C(C(=O)NC(=O)N1)(C(CCC)C)CC,0
DB00310,CHEMBL1055,O=S(=O)(c1c(Cl)ccc(C2(c3c(C(=O)N2)cccc3)O)c1)N,0
DB00309,CHEMBL238071,C(=O)(OC)[C@@]1(c2c(OC)cc3c([C@@]45[C@@H]6[C@@](C=CCN6CC4)([C@H]([C@@](C(=O)N)(O)[C@@H]5N3C)O)CC)c2)c7c(c8c(cccc8)[nH]7)CCN9C[C@](O)(CC)C[C@@H](C1)C9,0
DB00308,CHEMBL533,N(CCCC(c1ccc(NS(=O)(=O)C)cc1)O)(CCCCCCC)CC,0
DB00307,CHEMBL1023,C(=O)(c1ccc(C(c2c(cc3c(C(CCC3(C)C)(C)C)c2)C)=C)cc1)O,0
DB00306,CHEMBL1200802,O=C1C(C(=O)NC(=O)N1)(C(CC)C)CC=C,0
DB00305,CHEMBL105,C(=O)(OC[C@@H]1C2C(=O)C(=C(C(=O)C=2N3[C@]1(OC)[C@@H]4[C@@H](N4)C3)C)N)N,0
DB00304,CHEMBL1533,C([C@]1([C@@]2([C@H]([C@H]3[C@H](C(=C)C2)[C@@H]4C(=CCCC4)CC3)CC1)CC)O)#C,0
DB00303,CHEMBL1359,C(=O)(C1=C(S[C@H]2C[C@@H](C(=O)Nc3cc(C(=O)O)ccc3)NC2)[C@@H]([C@H]4N1C(=O)[C@@H]4[C@H](O)C)C)O,0
DB00302,CHEMBL877,C(=O)(O)C1CCC(CN)CC1,0
DB00301,CHEMBL222645,C(=O)(c1c(-c2c(F)cccc2Cl)noc1C)N[C@@H]3C(=O)N4[C@@H](C(=O)O)C(S[C@@H]43)(C)C,0
DB00300,CHEMBL1538,C(=O)(OC(C)C)OCOP(=O)(OCOC(=O)OC(C)C)CO[C@@H](Cn1c2c(c(ncn2)N)nc1)C,0
DB00299,CHEMBL1540,O=C1c2c(n(cn2)CCC(CO)CO)NC(=N1)N,0
DB00298,CHEMBL1201216,c1(c(cccc1)C)N2CCN(CCc3nnc4n3CCCC4)CC2,0
DB00297,CHEMBL1098,C(=O)(Nc1c(cccc1C)C)C2N(CCCC)CCCC2,0
DB00296,CHEMBL1077896,C(=O)(Nc1c(cccc1C)C)[C@H]2N(CCC)CCCC2,0
DB00295,CHEMBL70,c12c3c(O)ccc1C[C@H]4N(CC[C@@]25[C@@H](O3)[C@@H](O)C=C[C@H]54)C,0
DB00294,CHEMBL1531,C([C@]1([C@@]2([C@H]([C@H]3[C@H](C(=C)C2)[C@@H]4C(=CC(=O)CC4)CC3)CC1)CC)O)#C,0
DB00293,CHEMBL225071,C(=O)(c1sc(N(Cc2cc3C(=O)N=C(Nc3cc2)C)C)cc1)N[C@H](C(=O)O)CCC(=O)O,0
DB00292,CHEMBL681,C(=O)(OCC)c1n([C@@H](c2ccccc2)C)cnc1,0
DB00291,CHEMBL515,C(=O)(O)CCCc1ccc(N(CCCl)CCCl)cc1,0
DB00290,CHEMBL403664,C(=O)(c1c(c(nc(n1)[C@@H](NC[C@@H](C(=O)N)N)CC(=O)N)N)C)N[C@H](C(=O)N[C@@H]([C@H]([C@@H](C(=O)N[C@H](C(=O)NCCc2nc(-c3nc(C(=O)NCCC[S+](C)C)cs3)cs2)[C@H](O)C)C)O)C)[C@@H](OC4OC(C(O)C(O)C4OC5OC(C(O)C(OC(=O)N)C5O)CO)CO)c6nc[nH]c6,0
DB00289,CHEMBL641,O(c1c(cccc1)C)[C@@H](c2ccccc2)CCNC,0
