,smiles,ChEMBL_ID,SUM,withdrawn_0.5,withdrawn_1.0,withdrawn_1.5,withdrawn_2.0,withdrawn_2.5,withdrawn_3.0,standardized_smiles,scaffolds
1607,C(=CCN1[C@H]2[C@@H]([C@](c3c(ccc(O)c3)C2)(CC1)C)C)(C)C,CHEMBL560,0.0,0,0,0,0,0,0,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,CC(C)CCC1CCC2(C)C(C)C1CC1CCC(C)CC12
1608,C(=O)(O)CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,CHEMBL780,0.0,0,0,0,0,0,0,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,CC(C)CC(CCC(CC(C)C)CC(C)C)CCC(CC(C)C)CC(C)C
1609,O=C1C(C(=O)NC(=O)N1)(C(CCC)C)CC,CHEMBL448,2.0,1,1,1,1,0,0,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CCCC(C)C1(CC)C(C)CC(C)CC1C
1610,[N+]1(CCCCC[N+]2(CCCC2)C)(CCCC1)C,CHEMBL1271,0.5,1,0,0,0,0,0,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,CC1(CCCCCC2(C)CCCC2)CCCC1
1611,O=S(=O)(O[C@@H]1[C@@H](OS(=O)(=O)O)[C@H](O)CO[C@H]1O[C@H]2[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H](OC2)O)O,CHEMBL4073796,0.0,0,0,0,0,0,0,O=S(=O)(O)O[C@H]1[C@H](O)CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O,CC1CCC(CC2CCC(C)C(CC(C)(C)C)C2CC(C)(C)C)C(CC(C)(C)C)C1CC(C)(C)C
1612,c12c(ncn1[C@@H]3O[C@@H]([C@@H](O)C3)CO)[C@H](O)CNC=N2,CHEMBL1580,0.0,0,0,0,0,0,0,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,CCC1CC(C2CCC3C(C)CCCCC32)CC1C
1613,C(=O)(CCCCN1C(=O)c2c(ncn2C)N(C1=O)C)C,CHEMBL628,0.0,0,0,0,0,0,0,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CC(C)CCCCC1C(C)C(C)C2CCC(C)C2C1C
1614,C(=O)(OCCOCCN(CC)CC)C1(c2ccccc2)CCCC1,CHEMBL73234,1.0,1,1,0,0,0,0,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,CCC(CC)CCCCCCC(C)C1(C2CCCCC2)CCCC1
1615,C(=O)(O)[C@@H]1[C@@H](O)[C@@H]([C@H](C(CC)CC)NC(=O)C)[C@H](NC(=N)N)C1,CHEMBL139367,0.0,0,0,0,0,0,0,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CCC(CC)C(CC(C)C)C1C(CC(C)C)CC(C(C)C)C1C
1616,C(#N)c1c(C2C(=O)N(c3ccccc3)C=C(c4ncccc4)C=2)cccc1,CHEMBL1214124,0.0,0,0,0,0,0,0,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,CCC1CCCCC1C1CC(C2CCCCC2)CC(C2CCCCC2)C1C
1617,c12c(Sc3c(N1CCCN4CCN(CC4)C)cccc3)cccc2,CHEMBL1697766,0.0,0,0,0,0,0,0,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,CC1CCC(CCCC2C3CCCCC3CC3CCCCC32)CC1
1618,C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,CHEMBL1899801,1.0,1,1,0,0,0,0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)(C)C(C)(C)C(C)(C)C(C)(C)C(C)(C)C
1619,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,CHEMBL1200607,0.5,1,0,0,0,0,0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)(C)C(C)(C)C(C)(C)C(C)(C)C(C)(C)C(C)(C)C
1620,C(C(C(F)(F)F)(F)F)(C(F)(F)F)(F)F,CHEMBL2104979,0.0,0,0,0,0,0,0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)(C)C(C)(C)C(C)(C)C(C)(C)C
1621,C(C(F)(F)F)(C(F)(F)F)(F)F,CHEMBL1663,0.0,0,0,0,0,0,0,FC(F)(F)C(F)(F)C(F)(F)F,CC(C)(C)C(C)(C)C(C)(C)C
1622,S(C[C@H]1CN([C@H]2[C@@H](c3c4c(ccc3)[nH]cc4C2)C1)CCC)C,CHEMBL531,3.0,1,1,1,1,1,1,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CCCC1CC(CCC)C2CC3CCC4CCCC(C2C1)C43
1623,C(C1CCCCC1)(C2CCCCC2)CC3NCCCC3,CHEMBL75880,2.0,1,1,1,1,0,0,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,C1CCC(CC(C2CCCCC2)C2CCCCC2)CC1
1624,C(#N)c1cc2c(Sc3c(N2CCCN4CCC(O)CC4)cccc3)cc1,CHEMBL251940,0.0,0,0,0,0,0,0,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,CCC1CCC2CC3CCCCC3C(CCCC3CCC(C)CC3)C2C1
1625,C(=O)(OCC)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)C[C@H]2[C@@H]1CCCC2)C)CCC,CHEMBL1581,0.0,0,0,0,0,0,0,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,CCCC(C)C(CCC)CC(C)C(C)C1C(C(C)C)CC2CCCCC21
1626,C(=O)(OCc1cc(Oc2ccccc2)ccc1)C3C(C3C=C(Cl)Cl)(C)C,CHEMBL1525,0.0,0,0,0,0,0,0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,CC(C)CC1C(C(C)CCC2CCCC(CC3CCCCC3)C2)C1(C)C
1627,Clc1cc2c(Sc3c(N2CCCN4CCN(CCO)CC4)cccc3)cc1,CHEMBL567,0.0,0,0,0,0,0,0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CCCC1CCC(CCCC2C3CCCCC3CC3CCC(C)CC32)CC1
1628,C(F)(F)(F)c1ncc(cc1)CNc2ncc(cc2)Cc3c4c(ncc(Cl)c4)[nH]c3,CHEMBL3813873,0.0,0,0,0,0,0,0,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,CC1CCC2CCC(CC3CCC(CCC4CCC(C(C)(C)C)CC4)CC3)C2C1
1629,C(=O)(NC(=O)N)Cc1ccccc1,CHEMBL918,0.5,1,0,0,0,0,0,NC(=O)NC(=O)Cc1ccccc1,CC(C)CC(C)CC1CCCCC1
1630,C(=O)(Nc1ccc(OCC)cc1)C,CHEMBL16073,3.0,1,1,1,1,1,1,CCOc1ccc(NC(C)=O)cc1,CCCC1CCC(CC(C)C)CC1
1631,N(=N/c1ccccc1)\c2c(nc(cc2)N)N,CHEMBL1242,0.5,1,0,0,0,0,0,Nc1ccc(/N=N/c2ccccc2)c(N)n1,CC1CCC(CCC2CCCCC2)C(C)C1
1632,c1(ccccc1)[C@@H]2OCCN([C@H]2C)C,CHEMBL1615439,0.0,0,0,0,0,0,0,C[C@H]1[C@H](c2ccccc2)OCCN1C,CC1CCCC(C2CCCCC2)C1C
1633,c1(ccccc1)CCNN,CHEMBL1089,0.0,0,0,0,0,0,0,NNCCc1ccccc1,CCCCC1CCCCC1
1634,C(=O)(C(Oc1ccccc1)C)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C,CHEMBL1614637,0.0,0,0,0,0,0,0,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,CC(C)C1C2C(C)C(CC(C)C(C)CC3CCCCC3)C2CC1(C)C
1635,C(=N)(NC(=N)N)NCCc1ccccc1,CHEMBL170988,2.0,1,1,1,1,0,0,N=C(N)NC(=N)NCCc1ccccc1,CC(C)CC(C)CCCC1CCCCC1
1636,c12C3=C(C(c1cccc2)c4ccccc4)CN(CC3)C,CHEMBL278398,0.0,0,0,0,0,0,0,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,CC1CCC2C3CCCCC3C(C3CCCCC3)C2C1
1637,O=C1c2c(C(=O)C1c3ccccc3)cccc2,CHEMBL711,0.5,1,0,0,0,0,0,O=C1c2ccccc2C(=O)C1c1ccccc1,CC1C2CCCCC2C(C)C1C1CCCCC1
1638,c1(ccccc1)CC(NN)C,CHEMBL22498,1.0,1,1,0,0,0,0,CC(Cc1ccccc1)NN,CCC(C)CC1CCCCC1
1639,N(CCC(c1ncccc1)c2ccccc2)(C)C,CHEMBL1193,0.0,0,0,0,0,0,0,CN(C)CCC(c1ccccc1)c1ccccn1,CC(C)CCC(C1CCCCC1)C1CCCCC1
1640,c1(ccccc1)C2OCCNC2C,CHEMBL1201208,0.5,1,0,0,0,0,0,CC1NCCOC1c1ccccc1,CC1CCCCC1C1CCCCC1
1641,O=C1C(C(=O)NC(=O)N1)(c2ccccc2)CC,CHEMBL40,1.0,1,1,0,0,0,0,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC1(C2CCCCC2)C(C)CC(C)CC1C
1642,c1(O)ccccc1,CHEMBL14060,0.0,0,0,0,0,0,0,Oc1ccccc1,CC1CCCCC1
1643,O=C1c2c(C(c3ccc(O)cc3)(c4ccc(O)cc4)O1)cccc2,CHEMBL63857,2.0,1,1,1,1,0,0,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,CC1CCC(C2(C3CCC(C)CC3)CC(C)C3CCCCC32)CC1
1644,N(C(COc1ccccc1)C)(Cc2ccccc2)CCCl,CHEMBL753,0.0,0,0,0,0,0,0,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,CCCC(CC1CCCCC1)C(C)CCC1CCCCC1
1645,O(c1ccccc1)CCO,CHEMBL1229846,0.0,0,0,0,0,0,0,OCCOc1ccccc1,CCCCC1CCCCC1
1646,C(=O)(N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(S[C@@H]21)(C)C)COc3ccccc3,CHEMBL615,0.0,0,0,0,0,0,0,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,CC(CCC1CCCCC1)CC1C(C)C2C1CC(C)(C)C2C(C)C
1647,O(c1ccccc1)CC(NN)C,CHEMBL1909286,3.0,1,1,1,1,1,1,CC(COc1ccccc1)NN,CCC(C)CCC1CCCCC1
1648,O=C1C(=C(c2c(O1)cccc2)O)C(c3ccccc3)CC,CHEMBL1465,0.5,1,0,0,0,0,0,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CCC(C1CCCCC1)C1C(C)CC2CCCCC2C1C
1649,O=C1N(C(=O)CC1c2ccccc2)C,CHEMBL797,0.5,1,0,0,0,0,0,CN1C(=O)CC(c2ccccc2)C1=O,CC1CC(C2CCCCC2)C(C)C1C
1650,C(Cc1ccccc1)(N)(C)C,CHEMBL1574,0.0,0,0,0,0,0,0,CC(C)(N)Cc1ccccc1,CC(C)(C)CC1CCCCC1
1651,N(c1cc(O)ccc1)(c2ccc(cc2)C)CC3=NCCN3,CHEMBL597,0.0,0,0,0,0,0,0,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,CC1CCC(C(CC2CCCC2)C2CCCC(C)C2)CC1
1652,C(=O)(Oc1ccccc1)c2c(O)cc(cc2)N,CHEMBL1200868,0.5,1,0,0,0,0,0,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,CC1CCC(C(C)CC2CCCCC2)C(C)C1
1653,C(=O)(Oc1ccccc1)c2c(O)cccc2,CHEMBL1339216,0.0,0,0,0,0,0,0,O=C(Oc1ccccc1)c1ccccc1O,CC1CCCCC1C(C)CC1CCCCC1
1655,C(=O)([C@H](Cc1ccccc1)N)O,CHEMBL301523,0.0,0,0,0,0,0,0,N[C@@H](Cc1ccccc1)C(=O)O,CC(C)C(C)CC1CCCCC1
1656,O=C1N(c2ccccc2)N(C(=O)C1CCCC)c3ccccc3,CHEMBL101,2.0,1,1,1,1,0,0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCCCC1C(C)C(C2CCCCC2)C(C2CCCCC2)C1C
1657,C(=O)(O)CCCc1ccccc1,CHEMBL1469,0.0,0,0,0,0,0,0,O=C(O)CCCc1ccccc1,CC(C)CCCC1CCCCC1
1658,c1([C@@H](O)CNC)cc(O)ccc1,CHEMBL1215,0.0,0,0,0,0,0,0,CNC[C@H](O)c1cccc(O)c1,CCCC(C)C1CCCC(C)C1
1659,c1(c(O)cc(O)cc1)C(c2ccccc2)C,CHEMBL3961037,0.0,0,0,0,0,0,0,CC(c1ccccc1)c1ccc(O)cc1O,CC1CCC(C(C)C2CCCCC2)C(C)C1
1660,c1([C@H]([C@@H](N)C)O)ccccc1,CHEMBL136560,3.0,1,1,1,1,1,1,C[C@H](N)[C@H](O)c1ccccc1,CC(C)C(C)C1CCCCC1
1661,N(CCOc1c(cccc1)Cc2ccccc2)(C)C,CHEMBL186720,0.0,0,0,0,0,0,0,CN(C)CCOc1ccccc1Cc1ccccc1,CC(C)CCCC1CCCCC1CC1CCCCC1
1662,O=C1C(c2ccccc2)(c3ccccc3)NC(=O)N1,CHEMBL16,0.0,0,0,0,0,0,0,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CC1CC(C)C(C2CCCCC2)(C2CCCCC2)C1
1663,C(=O)(c1c(Cl)c(Cl)c(Cl)c(Cl)c1C2=C3C(=C(Br)C(=O)C(Br)=C3)Oc4c(Br)c(c(Br)cc24)[O-])[O-],CHEMBL61441,0.0,0,0,0,0,0,0,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c(O)c(Br)cc12,CC(C)C1C(C)C(C)C(C)C(C)C1C1C2CC(C)C(C)C(C)C2CC2C(C)C(C)C(C)CC21
1664,O(c1c2c3c(cc1)C[C@H]4N(CC[C@@]35[C@@H](O2)[C@@H](O)C=C[C@H]54)C)CCN6CCOCC6,CHEMBL2105224,0.0,0,0,0,0,0,0,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,CC1CCC23C4CC5C(CCCC6CCCCC6)CCC(CC1C2CCC4C)C53
1665,C(=O)(c1c(C(=O)O)cccc1)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2,CHEMBL1524273,0.0,0,0,0,0,0,0,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,CC(C)C1CCCCC1C(C)CC1CCC(C(C)(C)CC2CCCC2)CC1
1666,C(=C/CC1C(=O)c2c(C(=O)C=1C)cccc2)(\CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)/C,CHEMBL1550,0.0,0,0,0,0,0,0,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,CC(C)CCCC(C)CCCC(C)CCCC(C)CCC1C(C)C(C)C2CCCCC2C1C
1667,C(=O)(Oc1cc2c(N([C@@H]3[C@]2(CCN3C)C)C)cc1)NC,CHEMBL94,0.0,0,0,0,0,0,0,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CCC(C)CC1CCC2C(C)C3C(C)CCC3(C)C2C1
1668,C(=O)(OC)N[C@H](C(=O)N1[C@H](c2nc3c(cc(F)c(c3)[C@@H]4N(c5cc(F)c(c(F)c5)N6CCC(c7ccc(F)cc7)CC6)[C@@H](c8c(F)cc9c(nc([C@H]%10N(C(=O)[C@H]([C@H](OC)C)NC(=O)OC)CCC%10)[nH]9)c8)CC4)[nH]2)CCC1)[C@H](OC)C,CHEMBL3545123,0.0,0,0,0,0,0,0,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,CCC(C)CC(C(C)CC)C(C)C1CCCC1C1CC2CC(C)C(C3CCC(C4CC5CC(C6CCCC6C(C)C(CC(C)CC)C(C)CC)CC5CC4C)C3C3CC(C)C(C4CCC(C5CCC(C)CC5)CC4)C(C)C3)CC2C1
1669,O=S(=O)(Oc1ccc(C(c2ncccc2)c3ccc(OS(=O)(=O)O)cc3)cc1)O,CHEMBL1741134,0.0,0,0,0,0,0,0,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,CC(C)(C)CC1CCC(C(C2CCCCC2)C2CCC(CC(C)(C)C)CC2)CC1
1670,C(=O)(O)[C@H]1NC(=O)CC1,CHEMBL397976,0.0,0,0,0,0,0,0,O=C1CC[C@@H](C(=O)O)N1,CC1CCC(C(C)C)C1
1671,O=C1OC[C@@H]([C@@H]1CC)Cc2n(cnc2)C,CHEMBL550,0.0,0,0,0,0,0,0,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,CCC1C(C)CCC1CC1CCCC1C
1672,C(N(C1CCN(CC1)C)Cc2ccc(F)cc2)(=O)NCc3ccc(OCC(C)C)cc3,CHEMBL2111101,0.0,0,0,0,0,0,0,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,CC(C)CCC1CCC(CCC(C)C(CC2CCC(C)CC2)C2CCC(C)CC2)CC1
1673,C(=C/[C@H]1C[C@@H](OC)[C@@H](Cl)CC1)(\[C@H]2OC(=O)[C@H]3N(C(=O)C(=O)[C@@]4(O[C@@H]([C@@H](OC)C[C@H]4C)[C@@H](OC)C[C@H](C/C(=C/[C@H](C(=O)C[C@H](O)[C@H]2C)CC)/C)C)O)CCCC3)/C,CHEMBL1200686,0.0,0,0,0,0,0,0,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,CCC1CC(CC(C)C2CC(C)C3CCCCC3C(C)C(C)C3(C)CC(C(CC)CC(C)CC(C)CC(CC)C(C)CC(C)C2C)C(CC)CC3C)CCC1C
1674,C1(c2c(Sc3c1cccc3)cccc2)=C4CCN(CC4)C,CHEMBL152408,0.0,0,0,0,0,0,0,CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,CC1CCC(C2C3CCCCC3CC3CCCCC32)CC1
1675,O=C1N(c2c(cccc2)N1)C3CCN(CCCC(c4ccc(F)cc4)c5ccc(F)cc5)CC3,CHEMBL1423,0.0,0,0,0,0,0,0,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CC1CCC(C(CCCC2CCC(C3C(C)CC4CCCCC43)CC2)C2CCC(C)CC2)CC1
1676,C(#N)N/C(=N\c1ccncc1)/NC(C(C)(C)C)C,CHEMBL1159,0.0,0,0,0,0,0,0,CC(N/C(=N/c1ccncc1)NC#N)C(C)(C)C,CCCC(CC(C)C(C)(C)C)CC1CCCCC1
1677,O(c1c(OC)cc(c(Br)c1)C[N+]2(CCOCCC3C4C(C(C4)CC3)(C)C)CCOCC2)C,CHEMBL1909324,0.0,0,0,0,0,0,0,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,CCC1CC(C)C(CC2(CCCCCC3CCC4CC3C4(C)C)CCCCC2)CC1CC
1678,O(c1c2c(ccc1)[nH]cc2)CC(O)CNC(C)C,CHEMBL500,0.0,0,0,0,0,0,0,CC(C)NCC(O)COc1cccc2[nH]ccc12,CC(C)CCC(C)CCC1CCCC2CCCC21
1679,O=C1SC(C(=O)N1)Cc2ccc(OCCc3ncc(cc3)CC)cc2,CHEMBL595,1.0,1,1,0,0,0,0,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CCC1CCC(CCCC2CCC(CC3CC(C)CC3C)CC2)CC1
1680,C(=O)(O[C@@H]1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@H](C[C@H](OC(=O)C)[C@@H](N5CC[N+](CC5)(C)C)C4)CC3)C)CC2)C[C@@H]1N6CC[N+](CC6)(C)C)C)C,CHEMBL1201206,0.5,1,0,0,0,0,0,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,CC(C)CC1CC2CCC3C(CCC4(C)C(CC(C)C)C(C5CCC(C)(C)CC5)CC34)C2(C)CC1C1CCC(C)(C)CC1
1681,C(=O)(N1C(=O)C(=O)N(CC)CC1)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(S[C@@H]32)(C)C)c4ccccc4,CHEMBL702,0.0,0,0,0,0,0,0,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,CCC1CCC(C(C)CC(C(C)CC2C(C)C3C2CC(C)(C)C3C(C)C)C2CCCCC2)C(C)C1C
1683,O(Cc1c(cc2c(OCO2)c1)CCC)CCOCCOCCCC,CHEMBL1201131,0.0,0,0,0,0,0,0,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,CCCCCCCCCCCCC1CC2CCCC2CC1CCC
1684,C(=O)(N1CCN(C(=O)CCBr)CC1)CCBr,CHEMBL1585,0.5,1,0,0,0,0,0,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,CCCC(C)C1CCC(C(C)CCC)CC1
1685,N(S(=O)(=O)c1cc2c(Sc3c(N2CCCN4CCC(CCO)CC4)cccc3)cc1)(C)C,CHEMBL398880,0.0,0,0,0,0,0,0,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,CCCC1CCC(CCCC2C3CCCCC3CC3CCC(C(C)(C)C(C)C)CC32)CC1
1686,C(c1ccccc1)(c2ccccc2)(O)C3NCCCC3,CHEMBL2110938,0.0,0,0,0,0,0,0,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,CC(C1CCCCC1)(C1CCCCC1)C1CCCCC1
1687,C(=O)(CN1C(=O)CCC1)N,CHEMBL36715,0.0,0,0,0,0,0,0,NC(=O)CN1CCCC1=O,CC(C)CC1CCCC1C
1688,C(NCC(c1nc(c(O)cc1)CO)O)(C)(C)C,CHEMBL1094966,0.0,0,0,0,0,0,0,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,CCC1CC(C(C)CCC(C)(C)C)CCC1C
1689,C(=O)(N1c2c(cccn2)NC(=O)c3c1cccc3)CN4CCN(CC4)C,CHEMBL9967,0.0,0,0,0,0,0,0,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,CC1CCC(CC(C)C2C3CCCCC3CC(C)C3CCCCC32)CC1
1690,C(=O)(c1cc(S(=O)(=O)N)c(Oc2ccccc2)c(N3CCCC3)c1)O,CHEMBL349803,0.0,0,0,0,0,0,0,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,CC(C)C1CC(C2CCCC2)C(CC2CCCCC2)C(C(C)(C)C)C1
1691,O=C1N(c2ccccc2)C=C(C=C1)C,CHEMBL1256391,0.0,0,0,0,0,0,0,Cc1ccc(=O)n(-c2ccccc2)c1,CC1CCC(C)C(C2CCCCC2)C1
1692,C(C(c1ccccc1)(c2ccccc2)CCN3CCC(C(=O)N)(N4CCCCC4)CC3)#N,CHEMBL559288,0.0,0,0,0,0,0,0,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,CCC(CCC1CCC(C(C)C)(C2CCCCC2)CC1)(C1CCCCC1)C1CCCCC1
1693,C(=O)(C1=C(c2c(S(=O)(=O)N1C)cccc2)O)Nc3ncccc3,CHEMBL527,0.0,0,0,0,0,0,0,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,CC(CC1CCCCC1)C1C(C)C2CCCCC2C(C)(C)C1C
1694,C(=O)(O)C[C@H](O)C[C@@H](/C=C/c1c(c2c(nc1C3CC3)cccc2)-c4ccc(F)cc4)O,CHEMBL1201753,0.0,0,0,0,0,0,0,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,CC(C)CC(C)CC(C)CCC1C(C2CC2)CC2CCCCC2C1C1CCC(C)CC1
1695,O(CCCc1ccc(Cl)cc1)CCCN2CCCCC2,CHEMBL462605,0.0,0,0,0,0,0,0,Clc1ccc(CCCOCCCN2CCCCC2)cc1,CC1CCC(CCCCCCCC2CCCCC2)CC1
1696,C(C(C)(C)C)(=O)OCOC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](c3ccccc3)N)(C)C,CHEMBL3182343,0.0,0,0,0,0,0,0,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,CC(CC1C(C)C2C1CC(C)(C)C2C(C)CCCC(C)C(C)(C)C)C(C)C1CCCCC1
1697,C(C(C)(C)C)(=O)NNCc1ccccc1,CHEMBL2106941,1.0,1,1,0,0,0,0,CC(C)(C)C(=O)NNCc1ccccc1,CC(CCCC1CCCCC1)C(C)(C)C
1698,C(C(C)(C)C)(=O)OCOC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2N=CN3CCCCCC3)(C)C,CHEMBL1616433,0.0,0,0,0,0,0,0,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,CC(CCCC(C)C(C)(C)C)C1C2C(C)C(CCC3CCCCCC3)C2CC1(C)C
1699,O=C1c2c(C(=O)c3c1cncc3)c(NCCN)ccc2NCCN,CHEMBL167731,0.0,0,0,0,0,0,0,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,CCCCC1CCC(CCCC)C2C(C)C3CCCCC3C(C)C12
1700,C1(c2c(scc2)CCc3c1cccc3)=C4CCN(CC4)C,CHEMBL294951,0.0,0,0,0,0,0,0,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,CC1CCC(C2C3CCCCC3CCC3CCCC32)CC1
